x,y
2.2361809045226133,0.8541066643196862
2.2864321608040203,1.0019486577866614
2.3366834170854274,0.5264259449883273
2.3869346733668344,0.7221286848920708
2.4371859296482414,0.8016603501178414
2.4874371859296485,0.8582875004981184
2.5376884422110555,0.926320660141855
2.5879396984924625,0.5268472946039776
2.6381909547738696,0.21787630183979234
2.6884422110552766,0.4899874899529686
2.7386934673366836,0.4272604404852842
2.7889447236180906,0.344817012870128
2.8391959798994977,0.0047770702529427445
2.8894472361809047,0.3296247942800464
2.9396984924623117,0.02049960668159102
2.9899497487437188,0.07563694849220448
3.040201005025125,0.12230057790853788
3.090452261306533,-0.10362953362441052
3.140703517587939,-0.2541360651422751
3.190954773869347,0.0772902185926081
3.241206030150753,-0.4213550176780021
3.291457286432161,-0.6180581391054631
3.341708542713567,-0.6054698993259212
3.391959798994975,-0.3800874759215111
3.442211055276381,-0.7552766750538946
3.492462311557789,-0.7410048958740516
3.542713567839195,-0.6647439062048117
3.592964824120603,-1.111727676473681
3.6432160804020093,-1.4483007799721894
3.693467336683417,-1.0705184332327797
3.7437185929648233,-1.1520937633056185
3.7939698492462313,-1.4008896482223818
3.8442211055276374,-1.1381810820010267
3.8944723618090453,-1.2570137803600954
3.9447236180904515,-1.66857925996965
3.9949748743718594,-1.3928099778061869
4.0452261306532655,-1.6052371662063794
4.0954773869346734,-1.9417920355507046
4.14572864321608,-1.5674969677937434
4.1959798994974875,-1.7269440787305572
4.246231155778894,-1.9290987514200246
4.296482412060302,-1.6965877507517642
4.346733668341708,-1.7491981235669014
4.396984924623116,-2.0271202964733956
4.447236180904522,-1.85411855838798
4.49748743718593,-1.7597885646254512
4.547738693467336,-2.179703950745812
4.597989949748744,-1.9779902862803815
4.64824120603015,-2.0992613450581206
4.698492462311558,-1.638809154111106
4.748743718592964,-2.5840645443399293
4.798994974874372,-2.0581752203171186
4.849246231155778,-2.3152451793471056
4.899497487437186,-2.3068118468358523
4.949748743718592,-1.9036978534832714
5.0,-2.3618209862764847
